customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6780-['L' 'R' 'D' 'V' 'Q'],Male,1,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.99,1999.54,No
3217-['T' 'F' 'Y' 'N' 'K'],Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.33,4134.66,No
5383-['K' 'R' 'W' 'V' 'R'],Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.25,1557.33,Yes
8031-['W' 'K' 'U' 'L' 'E'],Female,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.21,1758.71,No
4414-['I' 'Y' 'I' 'V' 'J'],Female,0,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.66,5654.1,No
1917-['S' 'A' 'G' 'D' 'A'],Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.49,986.27,Yes
2678-['H' 'L' 'V' 'V' 'R'],Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),101.72,2335.9,Yes
8086-['Q' 'N' 'N' 'R' 'T'],Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.4,3717.81,No
5529-['P' 'A' 'W' 'K' 'O'],Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.53,5423.51,Yes
5875-['H' 'V' 'T' 'F' 'C'],Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.08,1354.12,No
8323-['X' 'Z' 'M' 'M' 'B'],Male,0,No,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.41,2084.74,No
9996-['Q' 'F' 'B' 'D' 'V'],Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.27,4470.98,No
9135-['L' 'H' 'K' 'V' 'T'],Male,1,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,75.21,3004.52,No
8175-['H' 'Z' 'Q' 'T' 'T'],Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.3,6518.66,Yes
7582-['P' 'N' 'K' 'G' 'P'],Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,74.67,1794.98,No
8212-['O' 'X' 'P' 'U' 'W'],Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.05,1802.39,No
7231-['I' 'C' 'S' 'T' 'E'],Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.49,4191.17,Yes
2257-['Q' 'O' 'W' 'Y' 'H'],Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.7,1218.27,Yes
2230-['U' 'N' 'T' 'G' 'U'],Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,100.37,6424.5,Yes
6750-['L' 'Q' 'Q' 'J' 'S'],Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.73,3319.11,No
5589-['K' 'B' 'R' 'G' 'L'],Female,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.76,220.16,Yes
3617-['B' 'T' 'R' 'F' 'X'],Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.66,1076.32,No
7628-['T' 'C' 'E' 'Y' 'H'],Female,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.98,1220.92,No
9775-['H' 'L' 'X' 'W' 'H'],Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.57,1936.25,No
7026-['N' 'H' 'X' 'J' 'G'],Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.72,1298.47,Yes
8587-['M' 'D' 'E' 'Z' 'V'],Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.61,1895.21,No
6457-['F' 'X' 'X' 'W' 'V'],Male,0,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.1,860.73,Yes
8542-['K' 'N' 'E' 'F' 'J'],Female,0,No,Yes,60,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,64.23,3851.11,No
2447-['N' 'X' 'C' 'L' 'P'],Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),94.34,1607.98,No
6462-['Q' 'A' 'W' 'J' 'Y'],Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.0,2070.75,No
7324-['X' 'B' 'I' 'V' 'M'],Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.42,962.08,No
6208-['P' 'R' 'S' 'L' 'H'],Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,74.28,3486.62,Yes
9080-['O' 'J' 'O' 'O' 'W'],Male,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,66.67,4732.0,No
5774-['M' 'Q' 'I' 'H' 'T'],Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,84.63,1010.79,Yes
8124-['R' 'M' 'P' 'I' 'L'],Female,0,No,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.88,2638.68,No
4109-['S' 'G' 'Y' 'C' 'P'],Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.75,5416.87,Yes
8185-['P' 'W' 'G' 'D' 'Y'],Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.05,1678.17,No
3535-['M' 'M' 'Q' 'Q' 'E'],Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.05,5042.86,No
6509-['S' 'M' 'Y' 'Z' 'N'],Male,1,No,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.41,1042.74,No
2630-['V' 'D' 'G' 'H' 'Y'],Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),87.32,4277.85,No
2695-['F' 'F' 'X' 'U' 'C'],Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),93.06,2888.25,No
8579-['C' 'M' 'V' 'B' 'P'],Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.21,2315.64,Yes
9597-['F' 'H' 'W' 'H' 'Y'],Female,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.21,3253.71,No
5482-['L' 'Q' 'E' 'T' 'Y'],Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.54,5180.73,No
5820-['Z' 'T' 'G' 'V' 'D'],Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.71,348.96,No
5620-['M' 'J' 'R' 'Q' 'T'],Female,0,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),87.42,4023.41,No
3547-['M' 'Q' 'V' 'D' 'A'],Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.11,5068.93,Yes
4968-['O' 'M' 'Q' 'X' 'Z'],Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),91.09,4827.03,No
6447-['R' 'M' 'W' 'N' 'H'],Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,92.55,2595.59,No
1314-['Z' 'O' 'M' 'G' 'E'],Female,0,Yes,Yes,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.23,1370.59,No
9347-['Y' 'P' 'W' 'B' 'V'],Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.26,2066.7,No
1721-['Q' 'G' 'M' 'R' 'N'],Male,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),80.75,2260.17,No
2117-['R' 'M' 'K' 'U' 'U'],Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.96,4366.36,No
2647-['W' 'Q' 'H' 'S' 'T'],Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,87.74,353.2,Yes
1142-['I' 'T' 'J' 'L' 'U'],Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.05,2280.78,No
8069-['A' 'Y' 'T' 'I' 'V'],Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.66,2076.21,No
4072-['L' 'C' 'K' 'B' 'P'],Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.21,4150.69,No
4871-['O' 'L' 'A' 'M' 'N'],Female,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,61.02,2071.76,No
6048-['H' 'H' 'L' 'A' 'K'],Female,1,Yes,Yes,44,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.63,3682.66,Yes
4303-['J' 'S' 'K' 'G' 'K'],Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),82.51,994.6,No
7416-['A' 'Z' 'U' 'U' 'H'],Male,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.96,579.55,Yes
5485-['V' 'R' 'F' 'E' 'M'],Female,1,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.66,5501.11,No
1191-['S' 'V' 'H' 'I' 'Q'],Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.73,5017.43,Yes
5322-['S' 'K' 'X' 'Q' 'U'],Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,91.65,6510.23,No
8282-['B' 'H' 'S' 'G' 'Q'],Male,0,No,Yes,24,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,67.66,1624.79,No
2051-['B' 'F' 'W' 'E' 'S'],Male,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),72.16,3103.36,No
8411-['D' 'V' 'Z' 'Q' 'K'],Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.26,1848.61,No
3105-['M' 'T' 'Z' 'Q' 'I'],Male,0,No,Yes,46,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.31,3924.62,No
2251-['W' 'N' 'S' 'Z' 'C'],Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.08,1173.27,Yes
6869-['H' 'X' 'A' 'J' 'R'],Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.49,178.36,Yes
3863-['H' 'A' 'L' 'H' 'X'],Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.98,1254.79,Yes
7513-['D' 'F' 'L' 'I' 'O'],Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,58.32,1278.11,Yes
1183-['L' 'X' 'W' 'N' 'M'],Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.41,3442.58,No
9728-['B' 'C' 'Z' 'X' 'V'],Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.58,1014.04,No
2096-['Z' 'T' 'H' 'J' 'S'],Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,110.57,2211.09,No
9002-['X' 'E' 'C' 'Z' 'P'],Male,1,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,73.13, ,No
1270-['C' 'L' 'I' 'U' 'L'],Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,91.15,1644.15,No
7305-['W' 'R' 'T' 'L' 'W'],Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.6,1688.49,Yes
8299-['W' 'P' 'W' 'P' 'A'],Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,79.3,2538.7,No
4672-['B' 'C' 'Z' 'U' 'Y'],Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.74,258.19,Yes
6552-['T' 'V' 'U' 'A' 'T'],Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.64,152.62,Yes
3341-['O' 'Z' 'Z' 'N' 'T'],Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,69.35,3533.51,No
1974-['N' 'Y' 'U' 'X' 'Y'],Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.39,1842.06,Yes
3672-['K' 'P' 'L' 'O' 'W'],Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.45,5409.97,Yes
2987-['R' 'U' 'C' 'V' 'H'],Female,0,No,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,67.47,4653.11,No
9383-['C' 'H' 'R' 'J' 'Y'],Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.15,5567.92,Yes
8347-['Q' 'H' 'W' 'K' 'E'],Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.51,1598.27,No
7009-['M' 'U' 'W' 'E' 'X'],Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,62.55,935.43,No
5538-['M' 'F' 'E' 'I' 'P'],Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.02,669.23,Yes
8616-['H' 'S' 'K' 'L' 'L'],Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.64,7111.43,No
5006-['Z' 'M' 'H' 'V' 'Z'],Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),104.3,4168.47,No
3504-['G' 'Z' 'U' 'X' 'O'],Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.67,4078.91,Yes
7686-['T' 'Y' 'L' 'A' 'W'],Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.12,5588.38,No
9469-['H' 'E' 'O' 'A' 'A'],Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),93.69,2814.3,Yes
7837-['J' 'U' 'O' 'Q' 'V'],Male,0,No,Yes,29,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.31,2043.68,No
9869-['C' 'M' 'P' 'H' 'O'],Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.4,1436.3,Yes
6904-['Q' 'V' 'Z' 'M' 'Q'],Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,77.41,3330.39,No
1165-['Q' 'P' 'N' 'M' 'F'],Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.43,766.43,No
7509-['N' 'O' 'H' 'O' 'V'],Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.59,1765.98,No
4580-['M' 'Q' 'U' 'X' 'C'],Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),100.85,5946.62,Yes
8984-['W' 'Y' 'B' 'Z' 'O'],Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.83,1544.55,Yes
1985-['T' 'F' 'F' 'R' 'R'],Female,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.05,3961.61,No
7928-['Y' 'N' 'N' 'M' 'G'],Female,1,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),96.92,2907.03,No
8566-['S' 'K' 'O' 'L' 'C'],Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.45,3622.34,No
8504-['C' 'S' 'T' 'D' 'C'],Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.91,95.91,Yes
9095-['Z' 'P' 'L' 'H' 'X'],Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.27,1034.85,No
7524-['Q' 'G' 'K' 'R' 'A'],Male,0,No,No,60,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.75,3520.63,No
3402-['D' 'M' 'F' 'Z' 'N'],Female,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.2,5287.2,No
2956-['P' 'O' 'O' 'D' 'H'],Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.04,1730.87,Yes
9378-['P' 'P' 'D' 'M' 'Z'],Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),82.74,1321.43,No
3284-['B' 'C' 'V' 'H' 'X'],Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.87,2316.97,Yes
4854-['K' 'I' 'G' 'M' 'B'],Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.98,5318.43,Yes
4847-['G' 'X' 'L' 'S' 'G'],Male,0,Yes,Yes,53,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,86.39,4575.03,No
2001-['Y' 'P' 'C' 'J' 'F'],Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.68,3217.96,No
9849-['R' 'E' 'U' 'G' 'B'],Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,100.83,1004.46,Yes
5266-['M' 'W' 'E' 'F' 'X'],Male,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.07,4561.2,Yes
2657-['N' 'L' 'D' 'W' 'F'],Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.07,3438.53,No
9479-['J' 'R' 'O' 'H' 'Z'],Male,0,No,No,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.44,5120.86,No
1607-['I' 'E' 'J' 'T' 'F'],Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.59,1817.23,No
3671-['X' 'C' 'J' 'K' 'K'],Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.89,3426.69,Yes
8263-['D' 'D' 'Q' 'I' 'S'],Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.89,989.65,Yes
1725-['X' 'F' 'C' 'V' 'A'],Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.89,83.68,Yes
5051-['V' 'P' 'W' 'K' 'M'],Male,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.42,2381.98,Yes
6634-['I' 'L' 'W' 'N' 'A'],Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.45,5177.35,Yes
2814-['J' 'S' 'O' 'E' 'O'],Male,0,No,Yes,46,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.34,3093.52,No
3931-['W' 'Y' 'B' 'M' 'X'],Female,1,Yes,Yes,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.49, ,Yes
3415-['O' 'Y' 'J' 'N' 'J'],Female,1,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.51,158.6,Yes
7782-['I' 'Y' 'N' 'C' 'T'],Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,78.94,4815.18,No
8905-['J' 'C' 'K' 'K' 'U'],Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.99,5735.74,No
7548-['V' 'M' 'G' 'W' 'Q'],Female,0,No,No,16,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,49.61,791.94,No
3941-['B' 'L' 'Y' 'J' 'R'],Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),98.79,6024.58,No
7197-['K' 'P' 'Q' 'S' 'R'],Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.31,2359.06,Yes
2012-['Z' 'P' 'F' 'Y' 'L'],Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.15,1168.65,No
